,Timewindow,Sentiment,Volume,TweetIds
966,12-October-2022 3:00:00-3:29:59,-0.28145,4,"1580034117810651137,1580033864407592961,1580033769545019394,1580032762949828615"
967,12-October-2022 3:30:00-3:59:59,0.1897,2,"1580044963877773312,1580040770685349888"
968,12-October-2022 4:00:00-4:29:59,-0.09599999999999999,6,"1580052116449611776,1580050025790377985,1580047184246050816,1580046861712367618,1580046603670507521,1580045594479001600"
969,12-October-2022 4:30:00-4:59:59,0.4184,1,1580055841319055360
970,12-October-2022 5:00:00-5:29:59,0.1952,3,"1580067922751328256,1580063515540193280,1580060695751704577"
971,12-October-2022 5:30:00-5:59:59,0.4927,2,"1580068492338163713,1580068490920472577"
972,12-October-2022 6:00:00-6:29:59,0.11498571428571429,7,"1580080298687344641,1580079828916588544,1580079317773864960,1580078863396515840,1580078530968178689,1580075809955381249,1580075793731952640"
973,12-October-2022 6:30:00-6:59:59,0.1719,5,"1580089075486232578,1580088162642075648,1580084758175834113,1580083836318142464,1580083476656635905"
974,12-October-2022 7:00:00-7:29:59,0.07246,10,"1580097790675668992,1580095863002578945,1580095646820098049,1580094709518639104,1580094464126697473,1580093380738002946,1580093050826944512,1580092735465267201,1580091378423382017,1580090893083856897"
975,12-October-2022 7:30:00-7:59:59,0.11459999999999998,2,"1580101345646104576,1580099226515968000"
976,12-October-2022 8:00:00-8:29:59,-0.02726666666666666,3,"1580111367964487680,1580106766641401856,1580105997254787073"
977,12-October-2022 8:30:00-8:59:59,0.44842000000000004,5,"1580118830663487488,1580113822433832960,1580113760752394240,1580113713109295105,1580113592636313600"
978,12-October-2022 9:00:00-9:29:59,0.13396666666666665,3,"1580125055753007105,1580121255629717504,1580121092114587649"
979,12-October-2022 9:30:00-9:59:59,0.39565,10,"1580135264654983168,1580134853877432320,1580134104825151488,1580131535566487552,1580131174974119937,1580130115538722823,1580129946294358016,1580129290955685888,1580129144813543425,1580128773940211713"
980,12-October-2022 10:00:00-10:29:59,0.5217857142857143,7,"1580143115046125568,1580142640066363392,1580142478153641984,1580142378564071424,1580140201359572992,1580137184975151105,1580136191516606464"
981,12-October-2022 10:30:00-10:59:59,0.0981,3,"1580151089525325827,1580148487697551362,1580147395572412417"
982,12-October-2022 11:00:00-11:29:59,-0.11305000000000001,2,"1580155338355277826,1580153184303353857"
983,12-October-2022 11:30:00-11:59:59,0.2668666666666667,3,"1580166187857907714,1580164121982423040,1580160950216577024"
984,12-October-2022 12:00:00-12:29:59,0.29234,5,"1580171589899128832,1580171198247600128,1580169558127947776,1580166392006905856,1580166390761377793"
985,12-October-2022 12:30:00-12:59:59,0.13300769230769233,13,"1580180080906510336,1580178502346625024,1580177216641863681,1580176963217784833,1580176358776659968,1580176315692371969,1580176191117402112,1580176011437936641,1580175959239823360,1580175610386649089,1580175458221445120,1580175255183953922,1580174360807370752"
986,12-October-2022 13:00:00-13:29:59,0.1581,12,"1580188950811246592,1580188882980974592,1580188326933704709,1580187998398066688,1580186233916968962,1580184240267722754,1580183962940755974,1580183105851121664,1580183102692896769,1580181809157242881,1580181528726097920,1580181490171772928"
987,12-October-2022 13:30:00-13:59:59,0.1275125,8,"1580196366172946435,1580195328661127168,1580192008492449800,1580191343996870657,1580190345090191361,1580189669878554625,1580189428722507778,1580189051709116416"
988,12-October-2022 14:00:00-14:29:59,0.058466666666666674,12,"1580202830450728960,1580202527332892672,1580202098938941441,1580201970874273793,1580201836375465984,1580200970109480960,1580197920233512960,1580197772799590400,1580197717112164357,1580197213447208960,1580197102306873346,1580196589762748418"
989,12-October-2022 14:30:00-14:59:59,0.23203749999999998,8,"1580210556358696960,1580208373877702657,1580207961502150656,1580207604944363520,1580206726871064576,1580206653362036736,1580206418614886401,1580204508654624770"
990,12-October-2022 15:00:00-15:29:59,-0.028271428571428576,7,"1580218978441781248,1580217057013923843,1580216247870160896,1580214368750694400,1580212085082181637,1580211830516903936,1580211690775449600"
991,12-October-2022 15:30:00-15:59:59,0.29214545454545454,11,"1580226048025067523,1580225491981971459,1580224898001031170,1580224364095492097,1580224292293255170,1580223211392102401,1580221599814279174,1580220727969841152,1580220659992793088,1580220337194553344,1580219338199482368"
992,12-October-2022 16:00:00-16:29:59,0.004283333333333324,6,"1580234269922054144,1580232477724901386,1580231594794979328,1580231087099301888,1580227613054087168,1580226788743159809"
993,12-October-2022 16:30:00-16:59:59,-0.1909,2,"1580240285061107713,1580239587028652033"
994,12-October-2022 17:00:00-17:29:59,0.2711,7,"1580246909784330240,1580246519982084096,1580245028768579586,1580243915017363457,1580242522877874177,1580242406879899649,1580241888153583617"
995,12-October-2022 17:30:00-17:59:59,0.04625555555555556,9,"1580256396540776448,1580255637371465728,1580254821122441218,1580253618758111233,1580253450910457856,1580252555548192768,1580249820966846465,1580249695913332737,1580249565055582209"
996,12-October-2022 18:00:00-18:29:59,0.03576250000000001,8,"1580263656561856513,1580260816972001280,1580260334807367680,1580260316004241408,1580259510165573633,1580258432321409025,1580257667742068736,1580256988059009037"
997,12-October-2022 18:30:00-18:59:59,0.012142857142857162,7,"1580271514288803840,1580270925475291137,1580269088248836096,1580268396477702145,1580266053334372352,1580265599682240512,1580264545540456449"
998,12-October-2022 19:00:00-19:29:59,-0.09867272727272726,11,"1580279490218844160,1580278276643524608,1580278187908481024,1580276358823178242,1580274928024100864,1580274476121718784,1580273525486948352,1580272224321568768,1580272142712651776,1580272090728476673,1580272087155019796"
999,12-October-2022 19:30:00-19:59:59,0.43890769230769233,13,"1580286860265369606,1580285152122765315,1580284580514234369,1580283901922070530,1580283365923913729,1580282209163804673,1580282014694973440,1580281791558008833,1580281626424381440,1580281342902022145,1580280818856914946,1580280748137132032,1580280582948257792"
1000,12-October-2022 20:00:00-20:29:59,0.0,2,"1580288586909618177,1580287186691395585"
1001,12-October-2022 20:30:00-20:59:59,0.1027,1,1580294737856274458
1002,12-October-2022 21:00:00-21:29:59,0.2690714285714286,7,"1580309687031193600,1580309522387595264,1580306077559967745,1580305085313462272,1580304323078017024,1580302463625678848,1580302286265401346"
1003,12-October-2022 21:30:00-21:59:59,0.11300000000000002,9,"1580314851099885570,1580314675400826881,1580314375449358337,1580312013821349888,1580311351276474368,1580311253523628032,1580311099853135872,1580310211331440641,1580309970913939456"
1004,12-October-2022 22:00:00-22:29:59,0.010218181818181828,11,"1580323703404908544,1580323269353562112,1580321697198006272,1580321608081674240,1580321538099642368,1580321287356178432,1580321275028787200,1580321183496638464,1580318004843319296,1580317730452168704,1580317388356165634"
1005,12-October-2022 22:30:00-22:59:59,0.1956,5,"1580330328408748033,1580329695161516032,1580329481142939648,1580328878874460161,1580326743101288449"
1006,12-October-2022 23:00:00-23:29:59,0.18972222222222224,9,"1580339480774311937,1580337538513764352,1580335240161112064,1580334796437606400,1580334112816058371,1580333787589713921,1580333475672240128,1580333239746457600,1580332485241618434"
1007,12-October-2022 23:30:00-23:59:59,0.5855666666666667,3,"1580344028478177280,1580340282926649344,1580340281526095872"
1008,13-October-2022 0:00:00-0:29:59,0.16150000000000003,4,"1580351604716290048,1580349176600141824,1580347613697568768,1580347584610242561"
1009,13-October-2022 0:30:00-0:59:59,0.27471666666666666,6,"1580361968837619716,1580359582177955840,1580356570973888513,1580355505066627072,1580355449815060480,1580355268335919106"
1010,13-October-2022 1:00:00-1:29:59,0.0,2,"1580364162626002945,1580362817349160961"
1011,13-October-2022 1:30:00-1:59:59,0.14923999999999996,5,"1580377143107674112,1580374904477605888,1580373498740236289,1580372191987740674,1580371931580489728"
1012,13-October-2022 2:00:00-2:29:59,-0.016312499999999994,8,"1580384342647242753,1580383095773020160,1580381909636775936,1580380633658200064,1580380525541195778,1580380103745605632,1580380023206580227,1580377783393476609"
1013,13-October-2022 2:30:00-2:59:59,-0.15932857142857143,7,"1580390939461177344,1580389646894190592,1580389410545491973,1580388876988076032,1580388683051827201,1580386844889346048,1580385435117056000"
1014,13-October-2022 3:00:00-3:29:59,0.0,1,1580392884758519808
1015,13-October-2022 3:30:00-3:59:59,-0.18029999999999996,2,"1580405056720883712,1580402235112329216"
1016,13-October-2022 4:00:00-4:29:59,0.2033,4,"1580411578721398785,1580409547533209600,1580409280918085632,1580407984177414145"
1017,13-October-2022 4:30:00-4:59:59,0.31988000000000005,5,"1580421916577304577,1580421867437162496,1580421281627148288,1580417427728318464,1580416842966835201"
1018,13-October-2022 5:00:00-5:29:59,0.08925000000000001,6,"1580426182289686528,1580425752230522881,1580425540439506947,1580423226446209025,1580423224906907648,1580423081813753857"
1019,13-October-2022 5:30:00-5:59:59,0.016537500000000014,8,"1580437050888581120,1580436514533945345,1580434157947133952,1580433314946568193,1580433119160979456,1580431299801907202,1580431145946079232,1580430749026553857"
1020,13-October-2022 6:00:00-6:29:59,0.4785571428571429,7,"1580444613416222721,1580444482025435137,1580440854698676224,1580440319170314240,1580439004700635136,1580438199390048258,1580438194549555201"
1021,13-October-2022 6:30:00-6:59:59,0.07614444444444447,9,"1580452433695686656,1580452055927652353,1580451496302641152,1580450193790898176,1580450011657097216,1580448657844752384,1580448511451021312,1580447476083200000,1580445964053069824"
1022,13-October-2022 7:00:00-7:29:59,0.14875,6,"1580458684660211712,1580458520042164224,1580455389643931648,1580454418268696576,1580453943184097280,1580453281087864832"
1023,13-October-2022 7:30:00-7:59:59,-0.11887500000000001,4,"1580466726457987072,1580466471800832002,1580463624816316416,1580462073984999424"
1024,13-October-2022 8:00:00-8:29:59,0.20234285714285713,7,"1580473698318188544,1580473322370125824,1580471097593503745,1580470944459816960,1580470621657407488,1580469660826279936,1580468854169354240"
1025,13-October-2022 8:30:00-8:59:59,0.63395,4,"1580483044309245953,1580478637115334657,1580478203977601024,1580476580799074304"
1026,13-October-2022 9:00:00-9:29:59,0.08914999999999998,10,"1580489679841136647,1580487615391838208,1580487254790868993,1580487018811117569,1580486422322360320,1580484927300112388,1580483811825299457,1580483636620845056,1580483633751552001,1580483624922624000"
1027,13-October-2022 9:30:00-9:59:59,0.16934,5,"1580496807943344129,1580496098853994496,1580495214661472256,1580492934017089539,1580491475309060097"
1028,13-October-2022 10:00:00-10:29:59,0.1011,7,"1580504871098191872,1580504297057681409,1580504296231436288,1580503968538832896,1580501917414744066,1580499853490106370,1580498587091628032"
1029,13-October-2022 10:30:00-10:59:59,0.03317500000000001,8,"1580512301660049408,1580510926960463873,1580510440320569344,1580509200634953728,1580508965179621376,1580508687390896129,1580507218620796928,1580506802894286849"
1030,13-October-2022 11:00:00-11:29:59,0.2316,7,"1580518986587873280,1580518974193745921,1580517261143859201,1580517224082993154,1580517192218841088,1580515993238917121,1580513806836330496"
1031,13-October-2022 11:30:00-11:59:59,-0.05946666666666665,6,"1580527558940307456,1580527025139331072,1580527021406715904,1580526208911282176,1580524506543575041,1580521988174422017"
1032,13-October-2022 12:00:00-12:29:59,0.11788750000000002,16,"1580535872361238529,1580535744082612228,1580535738549997569,1580535655511494659,1580535425340674049,1580535031683874818,1580534289115992067,1580533029495504896,1580531763821965312,1580531172723298305,1580531060882169857,1580531052887838723,1580529511744958464,1580529426387066880,1580529205812416512,1580528780577153024"
1033,13-October-2022 12:30:00-12:59:59,0.23536875000000002,16,"1580543402500030464,1580543274103689216,1580542860029415424,1580542758783442949,1580542136013164545,1580541349811884032,1580539266014158848,1580538866716450816,1580537863636398082,1580537839762034688,1580537574451740672,1580537459523608577,1580537442398273536,1580536535568748546,1580536527696060416,1580536412440760321"
1034,13-October-2022 13:00:00-13:29:59,0.17411428571428572,14,"1580551166169346049,1580550699821436928,1580549681553473537,1580549587063873536,1580549504721653761,1580548798866395136,1580548464030535681,1580547827272364033,1580547652806230020,1580547245858246657,1580545672649900034,1580544392527765504,1580544214362128384,1580543879459250176"
1035,13-October-2022 13:30:00-13:59:59,0.0818857142857143,14,"1580558580104642560,1580558568637726720,1580558316971126785,1580557702186487808,1580557682968129537,1580557220642594816,1580556770501533696,1580556600796147712,1580556113321562117,1580554010901499904,1580553350000832513,1580552441141288960,1580552287793348608,1580551427813883904"
1036,13-October-2022 14:00:00-14:29:59,0.2571230769230769,13,"1580566025501741056,1580564119123816450,1580564052040089601,1580563227343458304,1580562263635025922,1580561745050972160,1580561719398928384,1580561632819675136,1580560065379020801,1580559361336045568,1580559076026875904,1580558990777339906,1580558977548656640"
1037,13-October-2022 14:30:00-14:59:59,0.15895714285714285,7,"1580573406231072768,1580572702687260673,1580572446704664576,1580572328580087810,1580571407289044995,1580568055012536320,1580566910634455045"
1038,13-October-2022 15:00:00-15:29:59,0.3078133333333334,15,"1580581476881829888,1580581168961179648,1580580693083840512,1580579361140641792,1580578898097512449,1580578516369711104,1580577727291478016,1580576706293006337,1580576519298039808,1580576495457951744,1580575458261102593,1580575228874616832,1580574460909785088,1580574286108327937,1580574077403729926"
